03:32:49 : Path identified is C:\Users\bt22aak\GPU_DS\Exp_3\Exp_3_4_Res_95x128\Balanced and C:\Users\bt22aak\GPU_DS\Exp_3\Exp_3_4_Res_95x128\Unbalanced 
03:32:49 : Starting the processing of Exp_3_4_Res_95x128_b32e50L1e-05 
03:33:55 : Running on GPU 
03:33:55 : Model is Exp_3_4_Res_95x128_b32e50L1e-05 
03:37:31 : Epoch [1/50], Loss: 0.4537, Accuracy: 0.7505, Precision: 0.6824, Recall: 0.9374, Specificity: 0.5637, F1-Score: 0.7898 
17:22:42 : Epoch [39/50], Loss: 1.1167, Accuracy: 0.9489, Precision: 0.9352, Recall: 0.9645, Specificity: 0.9332, F1-Score: 0.9496 
17:26:10 : Epoch [40/50], Loss: 1.1052, Accuracy: 0.9499, Precision: 0.9371, Recall: 0.9645, Specificity: 0.9353, F1-Score: 0.9506 
17:29:39 : Epoch [41/50], Loss: 1.1137, Accuracy: 0.9489, Precision: 0.9352, Recall: 0.9645, Specificity: 0.9332, F1-Score: 0.9496 
17:33:08 : Epoch [42/50], Loss: 1.1149, Accuracy: 0.9478, Precision: 0.9423, Recall: 0.9541, Specificity: 0.9415, F1-Score: 0.9481 
17:36:36 : Epoch [43/50], Loss: 1.1301, Accuracy: 0.9489, Precision: 0.9352, Recall: 0.9645, Specificity: 0.9332, F1-Score: 0.9496 
17:40:05 : Epoch [44/50], Loss: 1.1463, Accuracy: 0.9426, Precision: 0.9435, Recall: 0.9415, Specificity: 0.9436, F1-Score: 0.9425 
17:43:34 : Epoch [45/50], Loss: 1.1603, Accuracy: 0.9489, Precision: 0.9352, Recall: 0.9645, Specificity: 0.9332, F1-Score: 0.9496 
17:47:03 : Epoch [46/50], Loss: 1.1608, Accuracy: 0.9426, Precision: 0.9435, Recall: 0.9415, Specificity: 0.9436, F1-Score: 0.9425 
17:50:32 : Epoch [47/50], Loss: 1.1669, Accuracy: 0.9426, Precision: 0.9435, Recall: 0.9415, Specificity: 0.9436, F1-Score: 0.9425 
17:54:01 : Epoch [48/50], Loss: 1.2070, Accuracy: 0.9426, Precision: 0.9417, Recall: 0.9436, Specificity: 0.9415, F1-Score: 0.9426 
17:57:29 : Epoch [49/50], Loss: 1.1600, Accuracy: 0.9436, Precision: 0.9455, Recall: 0.9415, Specificity: 0.9457, F1-Score: 0.9435 
18:00:58 : Epoch [50/50], Loss: 1.1774, Accuracy: 0.9436, Precision: 0.9436, Recall: 0.9436, Specificity: 0.9436, F1-Score: 0.9436 
18:27:08 : Test Loss: 0.6312, Test Accuracy: 0.9520, Test Precision: 0.3878, Test Recall: 0.9854, Test Specificity: 0.9509, Test F1-Score: 0.5565 
18:27:08 : Total Time taken: 12082.0957347 Seconds 
